sale_id,team,category,channel,units_sold,unit_price,sale_date,total_revenue
1782,Bulls,T-Shirts,Arena Store,3,94,2022-01-09,282
1783,Lakers,Footwear,Online,3,138,2022-10-27,414
1784,Spurs,Collectibles,Online,3,160,2022-09-15,480
1785,Nets,T-Shirts,Online,4,102,2022-04-09,408
1786,Lakers,Collectibles,Online,2,76,2024-06-19,152
1787,Warriors,Hats,Arena Store,3,56,2022-11-01,168
1788,Knicks,T-Shirts,Arena Store,2,51,2024-03-31,102
1789,76ers,Collectibles,Arena Store,2,36,2023-08-16,72
1790,Nets,Footwear,Retail Partner,1,136,2022-08-26,136
1791,Bulls,Collectibles,Arena Store,3,39,2023-06-15,117
1792,Mavericks,Hats,Retail Partner,3,36,2023-01-11,108
1793,Raptors,Footwear,Online,3,145,2022-07-08,435
1794,Clippers,Hoodies,Online,2,48,2023-06-16,96
1795,Bulls,T-Shirts,Arena Store,2,106,2022-06-22,212
1796,76ers,Hoodies,Online,2,96,2022-01-19,192
1797,Lakers,Hats,Retail Partner,4,92,2023-04-30,368
1798,Nuggets,Hoodies,Online,4,87,2024-04-05,348
1799,Spurs,T-Shirts,Arena Store,3,86,2023-03-25,258
1800,Suns,Jerseys,Retail Partner,1,149,2023-06-14,149
1801,Warriors,Collectibles,Online,1,38,2022-09-05,38
1802,Warriors,Jerseys,Retail Partner,2,64,2023-06-11,128
1803,Raptors,Hoodies,Online,1,99,2023-10-23,99
1804,Warriors,Hats,Retail Partner,4,56,2023-01-04,224
1805,Bucks,Collectibles,Retail Partner,3,77,2022-03-04,231
1806,Nuggets,Collectibles,Online,2,144,2022-10-03,288
1807,Clippers,Jerseys,Online,3,176,2023-05-27,528
1808,Clippers,Jerseys,Online,3,136,2023-07-05,408
1809,Suns,Jerseys,Arena Store,4,138,2022-11-17,552
1810,Spurs,T-Shirts,Arena Store,4,135,2022-01-31,540
1811,Bulls,Footwear,Online,2,124,2023-07-27,248
1812,Nets,Footwear,Retail Partner,2,105,2024-01-24,210
1813,Clippers,Hats,Retail Partner,3,113,2023-03-30,339
1814,Warriors,Footwear,Arena Store,1,60,2023-06-20,60
1815,Celtics,Hats,Online,4,167,2024-04-16,668
1816,Warriors,Hoodies,Online,4,28,2022-12-09,112
1817,Bulls,Hats,Online,1,82,2024-01-30,82
1818,Nets,Footwear,Retail Partner,4,60,2022-11-05,240
1819,Lakers,Hats,Arena Store,4,147,2023-05-31,588
1820,Mavericks,Footwear,Online,1,129,2022-04-01,129
1821,Heat,Hoodies,Arena Store,2,156,2022-03-10,312
1822,Raptors,Footwear,Online,3,160,2024-04-03,480
1823,Bucks,Hats,Retail Partner,4,83,2023-10-21,332
1824,Spurs,Jerseys,Online,1,25,2022-12-23,25
1825,Celtics,Hats,Online,4,146,2023-03-22,584
1826,Suns,Hats,Retail Partner,2,176,2022-10-01,352
1827,Suns,Footwear,Retail Partner,3,68,2022-05-08,204
1828,Nets,Footwear,Arena Store,1,31,2022-09-20,31
1829,Mavericks,Hats,Online,1,139,2023-10-24,139
1830,Knicks,Footwear,Arena Store,4,59,2023-11-28,236
1831,Clippers,Hoodies,Retail Partner,2,77,2023-04-02,154
1832,Suns,Collectibles,Arena Store,2,69,2022-06-07,138
1833,76ers,T-Shirts,Online,1,107,2023-04-17,107
1834,Mavericks,T-Shirts,Arena Store,1,33,2023-04-19,33
1835,Lakers,Jerseys,Online,1,156,2022-11-01,156
1836,76ers,Collectibles,Online,1,121,2022-01-16,121
1837,Knicks,Collectibles,Online,2,176,2023-11-21,352
1838,Bucks,Footwear,Retail Partner,2,153,2022-02-23,306
1839,Celtics,Hats,Online,4,36,2023-10-16,144
1840,Nets,Footwear,Retail Partner,3,62,2022-07-27,186
1841,Lakers,Jerseys,Arena Store,4,88,2023-08-15,352
1842,Clippers,Footwear,Arena Store,2,174,2023-12-09,348
1843,Clippers,Collectibles,Retail Partner,2,96,2023-02-05,192
1844,Lakers,Hats,Online,3,35,2023-06-05,105
1845,Spurs,Collectibles,Retail Partner,1,145,2022-03-08,145
1846,76ers,Hoodies,Retail Partner,4,93,2023-10-09,372
1847,Suns,T-Shirts,Online,1,134,2022-11-28,134
1848,Spurs,Footwear,Retail Partner,3,144,2022-10-14,432
1849,Suns,Footwear,Arena Store,1,138,2023-09-13,138
1850,Nets,T-Shirts,Online,4,106,2023-08-28,424
1851,Mavericks,Collectibles,Online,3,84,2022-01-01,252
1852,Lakers,Collectibles,Retail Partner,4,160,2024-01-17,640
1853,Nets,Footwear,Online,3,68,2022-11-19,204
1854,Warriors,Jerseys,Arena Store,1,80,2022-08-30,80
1855,76ers,Hats,Retail Partner,2,170,2023-05-19,340
1856,Knicks,Footwear,Retail Partner,3,64,2024-04-02,192
1857,Mavericks,T-Shirts,Arena Store,4,108,2023-10-03,432
1858,Spurs,Footwear,Arena Store,1,33,2024-02-09,33
1859,Celtics,Hoodies,Arena Store,1,111,2022-12-26,111
1860,Bucks,T-Shirts,Retail Partner,1,31,2024-05-07,31
1861,Bulls,Jerseys,Online,3,62,2023-07-29,186
1862,Lakers,T-Shirts,Retail Partner,1,97,2023-06-17,97
1863,Nets,T-Shirts,Arena Store,3,142,2024-05-30,426
1864,Warriors,Footwear,Arena Store,3,115,2022-07-05,345
1865,Bucks,Hats,Online,1,57,2023-06-02,57
1866,Nuggets,Hoodies,Retail Partner,3,175,2022-06-22,525
1867,Warriors,Hoodies,Arena Store,4,64,2023-03-26,256
1868,Bulls,Footwear,Arena Store,3,27,2024-01-28,81
1869,Nuggets,Hats,Arena Store,2,117,2022-08-13,234
1870,Warriors,Footwear,Arena Store,3,166,2022-04-27,498
1871,Suns,T-Shirts,Arena Store,3,138,2023-05-19,414
1872,Knicks,Footwear,Retail Partner,4,119,2022-07-25,476
1873,Suns,Hats,Retail Partner,3,61,2023-07-22,183
1874,Warriors,T-Shirts,Arena Store,1,60,2022-09-28,60
1875,Raptors,T-Shirts,Online,1,177,2023-02-03,177
1876,Bucks,Hats,Retail Partner,1,172,2022-02-05,172
1877,Heat,Hats,Arena Store,4,153,2022-11-13,612
1878,Knicks,Jerseys,Retail Partner,3,54,2023-11-13,162
1879,Raptors,Jerseys,Retail Partner,1,60,2023-01-09,60
1880,Mavericks,T-Shirts,Arena Store,2,103,2023-04-11,206
1881,Heat,Jerseys,Arena Store,3,88,2024-02-21,264
1882,Lakers,Jerseys,Retail Partner,2,80,2023-06-10,160
1883,Suns,Hoodies,Retail Partner,2,51,2022-05-21,102
1884,Warriors,Collectibles,Online,4,141,2024-01-09,564
1885,Heat,Footwear,Retail Partner,4,120,2023-10-03,480
1886,Nuggets,Hats,Arena Store,4,161,2023-08-25,644
1887,Warriors,Jerseys,Arena Store,2,93,2023-10-09,186
1888,Suns,T-Shirts,Arena Store,4,159,2023-03-05,636
1889,Bucks,T-Shirts,Retail Partner,4,167,2023-08-09,668
1890,Warriors,Hats,Online,3,103,2023-03-28,309
1891,Mavericks,Jerseys,Online,1,51,2024-04-04,51
1892,Knicks,T-Shirts,Online,4,130,2022-07-18,520
1893,Celtics,Jerseys,Retail Partner,1,95,2022-02-19,95
1894,Nuggets,Hoodies,Retail Partner,4,30,2024-01-05,120
1895,Bulls,Hoodies,Online,2,178,2023-08-07,356
1896,Celtics,Jerseys,Online,2,158,2022-10-19,316
1897,Bucks,Collectibles,Arena Store,4,136,2023-07-18,544
1898,Raptors,Hoodies,Arena Store,1,60,2023-09-10,60
1899,Celtics,Collectibles,Online,3,167,2023-09-04,501
1900,Lakers,Footwear,Arena Store,1,164,2022-04-06,164
1901,Knicks,Hoodies,Online,2,66,2023-06-27,132
1902,Warriors,Footwear,Arena Store,2,136,2023-05-14,272
1903,Warriors,Footwear,Arena Store,3,168,2023-08-16,504
1904,Nets,Hoodies,Online,4,64,2022-10-20,256
1905,Heat,Hoodies,Online,4,119,2022-12-25,476
1906,Knicks,Footwear,Arena Store,4,121,2023-07-23,484
1907,76ers,Hoodies,Retail Partner,1,98,2023-08-26,98
1908,Bulls,T-Shirts,Arena Store,3,104,2022-01-01,312
1909,Suns,Hats,Online,4,171,2022-12-06,684
1910,76ers,Collectibles,Arena Store,1,77,2023-06-07,77
1911,Warriors,Footwear,Online,3,56,2023-08-05,168
1912,Nuggets,Footwear,Online,3,45,2023-02-20,135
1913,Lakers,Footwear,Retail Partner,2,141,2022-10-25,282
1914,Bucks,Collectibles,Arena Store,1,78,2024-05-20,78
1915,Spurs,T-Shirts,Online,1,94,2023-11-26,94
1916,Lakers,Hats,Retail Partner,4,101,2022-12-14,404
1917,Celtics,Hoodies,Arena Store,2,71,2023-05-26,142
1918,Suns,Hoodies,Arena Store,4,155,2022-02-06,620
1919,Heat,Hats,Retail Partner,1,153,2022-05-23,153
1920,Bulls,Collectibles,Online,3,145,2023-10-17,435
1921,Mavericks,Hoodies,Arena Store,3,144,2024-06-03,432
1922,Bulls,Hats,Arena Store,2,38,2023-02-24,76
1923,Nets,Hats,Arena Store,3,33,2022-02-26,99
1924,Lakers,Hoodies,Arena Store,4,100,2023-05-01,400
1925,Suns,Hoodies,Arena Store,4,138,2022-11-12,552
1926,Heat,Footwear,Arena Store,3,25,2022-03-25,75
1927,Celtics,T-Shirts,Online,1,53,2024-03-20,53
1928,76ers,Collectibles,Online,1,38,2023-09-02,38
1929,Lakers,Hats,Arena Store,3,131,2023-07-19,393
1930,Nets,Jerseys,Online,2,136,2023-11-28,272
1931,Bucks,Hats,Retail Partner,3,119,2023-06-28,357
1932,Suns,Jerseys,Arena Store,1,97,2023-03-11,97
1933,Nuggets,Footwear,Online,3,113,2024-02-12,339
1934,Nuggets,Jerseys,Online,4,175,2022-08-16,700
1935,Bucks,Collectibles,Online,3,154,2024-04-24,462
1936,Warriors,Hats,Retail Partner,1,49,2023-03-29,49
1937,Lakers,T-Shirts,Retail Partner,3,78,2022-12-23,234
1938,Suns,Hoodies,Arena Store,3,61,2024-04-26,183
1939,Bucks,Collectibles,Retail Partner,4,135,2022-04-06,540
1940,Spurs,Jerseys,Online,1,112,2022-04-23,112
1941,Warriors,Jerseys,Arena Store,2,62,2024-02-23,124
1942,Mavericks,Collectibles,Retail Partner,2,162,2023-01-12,324
1943,Nuggets,T-Shirts,Retail Partner,1,89,2023-02-12,89
1944,Bucks,T-Shirts,Arena Store,1,165,2023-08-16,165
1945,Bulls,Collectibles,Retail Partner,3,105,2024-03-19,315
1946,Suns,Collectibles,Online,3,64,2024-01-08,192
1947,Raptors,T-Shirts,Arena Store,2,29,2023-07-07,58
1948,Lakers,Hats,Arena Store,2,27,2022-10-17,54
1949,Heat,T-Shirts,Arena Store,3,122,2023-02-17,366
1950,Nuggets,Jerseys,Retail Partner,3,161,2022-11-06,483
1951,Bucks,Jerseys,Online,3,72,2023-03-15,216
1952,Raptors,Jerseys,Online,2,132,2023-10-23,264
1953,76ers,Collectibles,Online,3,73,2023-02-26,219
1954,Nuggets,Collectibles,Arena Store,4,110,2023-05-02,440
1955,Raptors,Collectibles,Online,1,133,2024-02-27,133
1956,Heat,Collectibles,Arena Store,4,112,2022-07-08,448
1957,Clippers,Hats,Retail Partner,2,90,2023-02-10,180
1958,Mavericks,Hoodies,Retail Partner,3,179,2023-07-13,537
1959,Mavericks,T-Shirts,Retail Partner,2,26,2023-10-24,52
1960,Lakers,Collectibles,Retail Partner,3,50,2022-09-02,150
1961,Lakers,Footwear,Retail Partner,1,178,2024-05-04,178
1962,76ers,Footwear,Arena Store,3,30,2023-05-25,90
1963,Mavericks,Hoodies,Arena Store,3,124,2022-10-18,372
1964,Knicks,Hoodies,Arena Store,2,40,2024-06-02,80
1965,Knicks,T-Shirts,Arena Store,2,104,2022-04-30,208
1966,Nuggets,Footwear,Retail Partner,2,80,2023-11-27,160
1967,Mavericks,Footwear,Retail Partner,3,100,2024-02-27,300
1968,Mavericks,Footwear,Arena Store,4,33,2022-10-11,132
1969,Raptors,Hoodies,Arena Store,2,151,2023-03-04,302
1970,Bulls,T-Shirts,Online,3,95,2022-02-13,285
1971,Nets,T-Shirts,Online,3,66,2023-05-21,198
1972,Raptors,Hats,Arena Store,1,81,2023-10-27,81
1973,Heat,Footwear,Retail Partner,3,163,2024-01-07,489
1974,Bulls,Footwear,Online,3,86,2024-05-06,258
1975,Bucks,Jerseys,Online,2,66,2022-05-03,132
1976,76ers,Hoodies,Arena Store,4,27,2023-01-22,108
1977,Mavericks,Hats,Arena Store,2,32,2022-02-24,64
1978,Clippers,Collectibles,Online,4,112,2024-02-12,448
1979,Bulls,Jerseys,Retail Partner,4,25,2023-06-11,100
1980,Celtics,Collectibles,Online,2,56,2024-03-18,112
1981,Heat,Collectibles,Retail Partner,2,119,2024-02-09,238
1982,Heat,Footwear,Retail Partner,2,94,2023-12-13,188
1983,Spurs,Collectibles,Online,4,95,2022-06-30,380
1984,Clippers,Footwear,Retail Partner,1,27,2023-08-06,27
1985,Lakers,Jerseys,Arena Store,2,38,2022-06-13,76
1986,Knicks,Footwear,Online,3,148,2022-08-17,444
1987,Celtics,Footwear,Retail Partner,3,122,2022-04-03,366
1988,Clippers,Hoodies,Arena Store,1,68,2023-05-22,68
1989,Heat,T-Shirts,Arena Store,2,157,2024-04-26,314
1990,Raptors,T-Shirts,Arena Store,2,170,2022-02-06,340
1991,Knicks,Hats,Retail Partner,2,32,2023-04-02,64
1992,76ers,Collectibles,Online,1,52,2024-04-30,52
1993,Lakers,Footwear,Arena Store,4,164,2022-04-06,656
1994,Heat,Hats,Retail Partner,2,124,2024-01-12,248
1995,Clippers,Footwear,Online,3,161,2023-03-26,483
1996,Raptors,Hoodies,Arena Store,2,99,2023-02-23,198
1997,Lakers,T-Shirts,Arena Store,4,119,2024-05-29,476
1998,76ers,T-Shirts,Arena Store,1,119,2023-03-19,119
1999,Bulls,Footwear,Arena Store,1,54,2024-02-26,54
2000,Lakers,Hoodies,Retail Partner,4,27,2024-03-30,108
